imdbId;title;year;poster;rating;summary;time;genres
0101726;Dice Rules;1991;https://m.media-amazon.com/images/M/MV5BNGRiYmYxN2UtYzZmNi00ZGEzLWFjMWMtMWJmNjYyYTdhZTg5XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_QL75_UX380_CR0,3,380,562_.jpg;5.3;Outrageous, misogynistic and vulgar-to-the-max comedian Andrew Dice Clay does his stuff in this combination of a stand-up concert video, in a filled-to-capacity performance at Madison Square Gardens, and a series of comedy sketches.;1h 28m;['Documentary', 'Comedy']
